Program,Version,Program build date,Command line,Start time,Stop time,Elapsed time (seconds),Status
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\GridMetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics" "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\stand_1.las"","Tue Jul 22 15:12:42 2025","Tue Jul 22 15:12:43 2025",1,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:13:26 2025","Tue Jul 22 15:13:27 2025",1,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:14:20 2025","Tue Jul 22 15:14:20 2025",0,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:14:44 2025","Tue Jul 22 15:14:44 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:15:03 2025","Tue Jul 22 15:15:03 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:15:33 2025","Tue Jul 22 15:15:33 2025",0,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:15:38 2025","Tue Jul 22 15:15:38 2025",0,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:15:42 2025","Tue Jul 22 15:15:43 2025",1,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:16:04 2025","Tue Jul 22 15:16:04 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:17:40 2025","Tue Jul 22 15:17:40 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:19:43 2025","Tue Jul 22 15:19:43 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:19:54 2025","Tue Jul 22 15:19:54 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:19:55 2025","Tue Jul 22 15:19:55 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:19:57 2025","Tue Jul 22 15:19:57 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:19:58 2025","Tue Jul 22 15:19:58 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:19:59 2025","Tue Jul 22 15:19:59 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:01 2025","Tue Jul 22 15:20:01 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:01 2025","Tue Jul 22 15:20:02 2025",1,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:02 2025","Tue Jul 22 15:20:02 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:03 2025","Tue Jul 22 15:20:03 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:04 2025","Tue Jul 22 15:20:04 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:05 2025","Tue Jul 22 15:20:05 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:05 2025","Tue Jul 22 15:20:05 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:05 2025","Tue Jul 22 15:20:05 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:06 2025","Tue Jul 22 15:20:06 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:06 2025","Tue Jul 22 15:20:06 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:06 2025","Tue Jul 22 15:20:06 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:07 2025","Tue Jul 22 15:20:07 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:07 2025","Tue Jul 22 15:20:07 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:20:07 2025","Tue Jul 22 15:20:07 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:21:30 2025","Tue Jul 22 15:21:30 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:21:46 2025","Tue Jul 22 15:21:46 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:21:47 2025","Tue Jul 22 15:21:47 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:21:47 2025","Tue Jul 22 15:21:48 2025",1,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:21:48 2025","Tue Jul 22 15:21:48 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:21:49 2025","Tue Jul 22 15:21:49 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:21:50 2025","Tue Jul 22 15:21:50 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\GridMetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /noground verbose 0.0 15.0 "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics" "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\stand_1.las"","Tue Jul 22 15:22:46 2025","Tue Jul 22 15:22:46 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /noground 3 15 Data\LLY\Output\normalized\gridmetrics\stand_1_metrics_noground.csv Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:24:28 2025","Tue Jul 22 15:24:29 2025",1,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /noground 3 15 Data\LLY\Output\normalized\gridmetrics\stand_1_metrics_noground.csv Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:24:47 2025","Tue Jul 22 15:24:48 2025",1,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /noground 3 5 Data\LLY\Output\normalized\gridmetrics\stand_1_metrics_noground.csv Data\LLY\Output\normalized\stand_1.las","Tue Jul 22 15:28:47 2025","Tue Jul 22 15:28:48 2025",1,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\GridMetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\gridmetrics\stand_1_gridmetrics" "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\stand_1.las"","Wed Jul 23 09:10:47 2025","Wed Jul 23 09:10:47 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\GridMetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\gridmetrics\stand_2_gridmetrics" "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\stand_2.las"","Wed Jul 23 09:10:59 2025","Wed Jul 23 09:10:59 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\GridMetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\gridmetrics\stand_3_gridmetrics" "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\stand_3.las"","Wed Jul 23 09:12:11 2025","Wed Jul 23 09:12:11 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\GridMetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\gridmetrics\stand_4_gridmetrics" "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\stand_4.las"","Wed Jul 23 09:16:06 2025","Wed Jul 23 09:16:06 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\GridMetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 verbose * 0.0 15.0 "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\gridmetrics\stand_5_gridmetrics" "c:\Users\W0491597\OneDrive - Nova Scotia Community College\AGRG\Fusion\Data\LLY\Output\normalized\stand_5.las"","Wed Jul 23 09:16:12 2025","Wed Jul 23 09:16:12 2025",0,Errors
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 LLY\Output\normalized\gridmetrics\stand_8_gridmetrics LLY\Output\normalized\stand_8.las","Wed Jul 23 09:16:27 2025","Wed Jul 23 09:16:27 2025",0,Success
"GridMetrics",3.74,"Sep  5 2024 15:12:33","- Nova Scotia Community College\AGRG\Fusion\gridmetrics.exe" /raster:mean,cover,p90 /ascii /minht:0.0 /verbose * 0.0 15.0 LLY\Output\normalized\gridmetrics\stand_8_gridmetrics LLY\Output\normalized\stand_8.las","Wed Jul 23 09:16:47 2025","Wed Jul 23 09:16:47 2025",0,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory/Fusion/PolyClipData.exe" /verbose "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\clipped_20241009144557_AGRG_LLR_Topo_CGVD2013.las" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 11:28:20 2025","Wed Jul 23 11:28:55 2025",35,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory/Fusion/PolyClipData.exe" /verbose /multifile /shape:1,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 11:39:41 2025","Wed Jul 23 11:40:41 2025",60,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory/Fusion/PolyClipData.exe" /verbose "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\clipped_20241009144557_AGRG_LLR_Topo_CGVD2013.las" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 11:43:53 2025","Wed Jul 23 11:44:25 2025",32,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:1,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 11:45:23 2025","Wed Jul 23 11:46:23 2025",60,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:1,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 11:48:04 2025","Wed Jul 23 11:49:06 2025",62,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:1,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\airborne" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 11:55:29 2025","Wed Jul 23 11:56:30 2025",61,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:1,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 11:57:23 2025","Wed Jul 23 11:58:24 2025",61,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:2,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Test\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 13:02:59 2025","Wed Jul 23 13:03:58 2025",59,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:1,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 13:04:54 2025","Wed Jul 23 13:05:52 2025",58,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:2,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 13:10:13 2025","Wed Jul 23 13:11:11 2025",58,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:1,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 13:15:37 2025","Wed Jul 23 13:16:36 2025",59,Success
"PolyClipData",1.80,"Sep  5 2024 15:17:02","Forest Inventory\Fusion\PolyClipData.exe"  /verbose /multifile /shape:2,* "D:/Arun/Enhanced Forest Inventory/Data/Plot_Polygon/Plot_Buffer_11m.shp" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/20241009144557_AGRG_LLR_Topo_CGVD2013.las"","Wed Jul 23 13:17:43 2025","Wed Jul 23 13:18:42 2025",59,Success
"ClipData",2.80,"Sep  5 2024 15:14:02","Forest Inventory/Fusion/clipdata64.exe"  /height "/dtm:D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\ground.dtm" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped_1.las" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\normalized\clipped_1_normalized.las" 335533.912 4982858.955 335556.421 4982881.421","Wed Jul 23 13:42:00 2025","Wed Jul 23 13:42:00 2025",0,Errors
"ClipData",2.80,"Sep  5 2024 15:14:02","Forest Inventory/Fusion/clipdata64.exe"  /height "/dtm:D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\ground.dtm" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped_2.las" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\normalized\clipped_2_normalized.las" 335491.217 4982823.948 335513.731 4982846.465","Wed Jul 23 13:42:00 2025","Wed Jul 23 13:42:00 2025",0,Errors
"ClipData",2.80,"Sep  5 2024 15:14:02","Forest Inventory/Fusion/clipdata64.exe"  /height "/dtm:D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\ground.dtm" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped_3.las" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\normalized\clipped_3_normalized.las" 335529.442 4982781.409 335551.914 4982803.915","Wed Jul 23 13:42:00 2025","Wed Jul 23 13:42:00 2025",0,Errors
"ClipData",2.80,"Sep  5 2024 15:14:02","Forest Inventory/Fusion/clipdata64.exe"  /height "/dtm:D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\ground.dtm" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/clipped to plots\clipped_4.las" "D:/Arun/Enhanced Forest Inventory/Data/Airborne/Normalized Plots\normalized\clipped_4_normalized.las" 335564.038 4982694.778 335586.525 4982717.318","Wed Jul 23 13:42:00 2025","Wed Jul 23 13:42:00 2025",0,Errors
